id,name,rate,link
163,烤一佰海鮮燒烤泰國蝦 (板橋南雅店),4.5/5,https://www.foodpanda.com.tw/restaurant/f6qq/f6qq
164,絕代雙椒麻辣滷味,4.5/5,https://www.foodpanda.com.tw/restaurant/f3kn/f3kn
165,陳記香菇肉粥,4.5/5,https://www.foodpanda.com.tw/restaurant/f5dv/f5dv
166,八方雲集 (板橋光武店),4.5/5,https://www.foodpanda.com.tw/restaurant/f9rl/f9rl
167,泰壹極打拋豬 (板橋公館店),4.4/5,https://www.foodpanda.com.tw/restaurant/f5bk/f5bk
168,台灣奇雞鹽水雞,4.5/5,https://www.foodpanda.com.tw/restaurant/f0we/f0we
169,鍾記蒜香鹹酥雞,4.5/5,https://www.foodpanda.com.tw/restaurant/f5ig/f5ig
170,炸香香鹹酥雞＆超大杯,4.5/5,https://www.foodpanda.com.tw/restaurant/f3wz/f3wz
171,小吳滷味(加熱滷味),4.4/5,https://www.foodpanda.com.tw/restaurant/f6ax/f6ax
172,三顧茅廬 (中和民樂店),4.2/5,https://www.foodpanda.com.tw/restaurant/f5fx/f5fx
173,冰豆綠豆沙 (板橋南雅店),4.2/5,https://www.foodpanda.com.tw/restaurant/f4rs/f4rs
174,白糖兩斤甜湯屋,4.2/5,https://www.foodpanda.com.tw/restaurant/f6rw/f6rw
175,重雞坊鹹水雞x成助茶,4月5日,https://www.foodpanda.com.tw/restaurant/f1us/-x--35
176,民享街台灣第一家鹹酥雞,4月5日,https://www.foodpanda.com.tw/restaurant/f4uy/f4uy
177,北海道手打烏冬&咖哩專門店,4月5日,https://www.foodpanda.com.tw/restaurant/f4nb/f4nb
178,攪攪風味小火鍋,3.7/5,https://www.foodpanda.com.tw/restaurant/f4jt/f4jt
179,ㄚ祺師鹹酥雞,2月5日,https://www.foodpanda.com.tw/restaurant/f8nm/f8nm
180,嚕串新疆孜然肉串,1月5日,https://www.foodpanda.com.tw/restaurant/f6fa/f6fa
181,戰、鬥、碗、大盤熱炒,4.4/5,https://www.foodpanda.com.tw/restaurant/f1ct/f1ct
182,No.99串烤,4.6/5,https://www.foodpanda.com.tw/restaurant/f5gp/no-99-
183,真大雞排 (板橋雙十店),5月5日,https://www.foodpanda.com.tw/restaurant/f6eb/f6eb
184,金色三麥 (板橋大遠百店),5月5日,https://www.foodpanda.com.tw/restaurant/f8dz/f8dz
185,鐘予原味當歸鴨 (新北忠孝店),4.8/5,https://www.foodpanda.com.tw/restaurant/z2zg/zhong-yu-yuan-wei-dang-gui-ya-xin-bei-zhong-xiao-dian
186,黑白泓海鮮燒烤快炒,4.8/5,https://www.foodpanda.com.tw/restaurant/f3ox/f3ox
187,龍寶食堂,4.8/5,https://www.foodpanda.com.tw/restaurant/f8vc/f8vc
188,百鮮鹹酥雞 (板橋三民店),4.8/5,https://www.foodpanda.com.tw/restaurant/f7hf/f7hf
189,85度C (中和員山店),5月5日,https://www.foodpanda.com.tw/restaurant/y9lw/85-c--172
190,摩斯漢堡Mos Burger (板橋館前店),4.7/5,https://www.foodpanda.com.tw/restaurant/y9bk/-mos-burger--79
191,蔥抓餅,4.9/5,https://www.foodpanda.com.tw/restaurant/a8rx/cong-zhua-bing
192,Tea’s原味 (土城中央店),4.7/5,https://www.foodpanda.com.tw/restaurant/v2ii/tea-s--36
193,皇爵 (新北中和民享店),4.7/5,https://www.foodpanda.com.tw/restaurant/z6bj/huang-jue-xin-bei-zhong-he-min-xiang-dian
194,Tea's原味 (土城青雲店),4.7/5,https://www.foodpanda.com.tw/restaurant/f2im/tea-s-2
195,口?品麻辣臭豆腐專賣店 (中和民安店),4.8/5,https://www.foodpanda.com.tw/restaurant/b8qj/kou-xuan-pin-ma-la-chou-dou-fu-zhuan-mai-dian-zhong-he-min-an-dian
196,好了啦紅茶冰 (板橋忠孝店),4.7/5,https://www.foodpanda.com.tw/restaurant/e3it/hao-liao-la-hong-cha-bing-ban-qiao-zhong-xiao-dian
197,粥師傅 (中和民安店),4.8/5,https://www.foodpanda.com.tw/restaurant/f8se/f8se
198,鮑勃煎吐司,4.6/5,https://www.foodpanda.com.tw/restaurant/f4fk/f4fk
199,俘滷人心,4.8/5,https://www.foodpanda.com.tw/restaurant/a8ll/fu-lu-ren-xin
200,胖老爹美式炸雞 (板橋陽明店),4.7/5,https://www.foodpanda.com.tw/restaurant/b3iu/pang-lao-die-mei-shi-zha-ji-ban-qiao-yang-ming-dian
201,么么雞脆皮雞排,4.7/5,https://www.foodpanda.com.tw/restaurant/f7vn/f7vn
202,小樂甘草芭樂,4.7/5,https://www.foodpanda.com.tw/restaurant/z6dr/xiao-le-gan-cao-ba-le
203,六扇門 (中和莒光店),4.7/5,https://www.foodpanda.com.tw/restaurant/e7wr/liu-shan-men-zhong-he-ju-guang-dian
204,??家 Sukiya (板橋府中店),4.7/5,https://www.foodpanda.com.tw/restaurant/z4jw/sukiya-8
205,饗烤碳烤串燒,4.7/5,https://www.foodpanda.com.tw/restaurant/z5yb/xiang-kao-tan-kao-chuan-shao
206,珍香味小火鍋,4.6/5,https://www.foodpanda.com.tw/restaurant/a1dp/zhen-xiang-wei-xiao-huo-guo
207,麥當勞 (S194 板橋中山店),4.7/5,https://www.foodpanda.com.tw/restaurant/z8oe/-s194-
208,秋元關東煮,4.7/5,https://www.foodpanda.com.tw/restaurant/y7dt/qiu-yuan-guan-dong-zhu
209,龍恩焢肉飯 (新北中和店),4.6/5,https://www.foodpanda.com.tw/restaurant/y5hs/long-en-hong-rou-fan-xin-bei-zhong-he-dian1
210,Pizza Hut必勝客 (板橋特區店),4.7/5,https://www.foodpanda.com.tw/restaurant/d3rg/pizza-hut--57
211,胖老爹美式炸雞 (中和連城店),4.6/5,https://www.foodpanda.com.tw/restaurant/y2hl/pang-lao-die-mei-shi-zha-ji-zhong-he-lian-cheng-dian
